0.213928	0.753077	0.850331	0.322477	-0.0158994
0.213928	0.753077	0.850331	0.440511	-0.0162873
0.213928	0.753077	0.850331	0.796518	-0.017457
0.213928	0.753077	0.850331	0.933393	-0.0179068
0.213928	0.753077	0.850331	0.439463	-0.0162838
0.213928	0.753077	0.850331	0.159477	-0.0153638
0.213928	0.753077	0.850331	0.799457	-0.0174667
0.213928	0.753077	0.850331	0.230063	-0.0155958
0.213928	0.753077	0.850331	0.0299741	-0.0149383
0.213928	0.753077	0.850331	0.739601	-0.01727
0.213928	0.753077	0.327294	0.0920597	0.0116711
0.213928	0.753077	0.327294	0.232209	0.0112105
0.213928	0.753077	0.327294	0.0577834	0.0117837
0.213928	0.753077	0.327294	0.799438	0.00934671
0.213928	0.753077	0.327294	0.448006	0.0105015
0.213928	0.753077	0.327294	0.0666193	0.0117546
0.213928	0.753077	0.327294	0.975287	0.0087689
0.213928	0.753077	0.327294	0.30504	0.0109712
0.213928	0.753077	0.327294	0.208434	0.0112887
0.213928	0.753077	0.327294	0.615618	0.00995072
0.213928	0.753077	0.793738	0.672193	-0.0141473
0.213928	0.753077	0.793738	0.215203	-0.0126457
0.213928	0.753077	0.793738	0.678031	-0.0141665
0.213928	0.753077	0.793738	0.10419	-0.0122809
0.213928	0.753077	0.793738	0.694236	-0.0142197
0.213928	0.753077	0.793738	0.810847	-0.0146029
0.213928	0.753077	0.793738	0.965733	-0.0151118
0.213928	0.753077	0.793738	0.829151	-0.014663
0.213928	0.753077	0.793738	0.881134	-0.0148338
0.213928	0.753077	0.793738	0.5704	-0.0138128
0.213928	0.753077	0.919282	0.0973965	-0.0186946
0.213928	0.753077	0.919282	0.092042	-0.018677
0.213928	0.753077	0.919282	0.702156	-0.0206817
0.213928	0.753077	0.919282	0.127718	-0.0187942
0.213928	0.753077	0.919282	0.633614	-0.0204565
0.213928	0.753077	0.919282	0.978155	-0.0215886
0.213928	0.753077	0.919282	0.317063	-0.0194164
0.213928	0.753077	0.919282	0.570312	-0.0202485
0.213928	0.753077	0.919282	0.302874	-0.0193697
0.213928	0.753077	0.919282	0.33677	-0.0194811
0.213928	0.753077	0.630532	0.865025	-0.00641422
0.213928	0.753077	0.630532	0.222159	-0.00430186
0.213928	0.753077	0.630532	0.38053	-0.00482224
0.213928	0.753077	0.630532	0.216296	-0.00428259
0.213928	0.753077	0.630532	0.442297	-0.0050252
0.213928	0.753077	0.630532	0.494094	-0.0051954
0.213928	0.753077	0.630532	0.763654	-0.00608113
0.213928	0.753077	0.630532	0.153441	-0.00407606
0.213928	0.753077	0.630532	0.888296	-0.00649069
0.213928	0.753077	0.630532	0.961991	-0.00673284
0.213928	0.753077	0.94715	0.394934	-0.0211009
0.213928	0.753077	0.94715	0.780706	-0.0223685
0.213928	0.753077	0.94715	0.838844	-0.0225595
0.213928	0.753077	0.94715	0.762455	-0.0223085
0.213928	0.753077	0.94715	0.389213	-0.0210821
