0.501957	0.0191667	0.442609	0.907175	-0.0111921
0.501957	0.0191667	0.442609	0.0446696	-0.00835806
0.501957	0.0191667	0.442609	0.945191	-0.011317
0.501957	0.0191667	0.442609	0.18038	-0.00880399
0.501957	0.0191667	0.442609	0.369908	-0.00942675
0.501957	0.0191667	0.442609	0.205239	-0.00888567
0.501957	0.0191667	0.442609	0.0955858	-0.00852537
0.501957	0.0191667	0.442609	0.432741	-0.00963321
0.501957	0.0191667	0.442609	0.277561	-0.00912331
0.501957	0.0191667	0.442609	0.100858	-0.00854269
0.501957	0.0191667	0.49892	0.239034	-0.0118835
0.501957	0.0191667	0.49892	0.349601	-0.0122468
0.501957	0.0191667	0.49892	0.558262	-0.0129324
0.501957	0.0191667	0.49892	0.548067	-0.0128989
0.501957	0.0191667	0.49892	0.421274	-0.0124823
0.501957	0.0191667	0.49892	0.3855	-0.0123648
0.501957	0.0191667	0.49892	0.380664	-0.0123489
0.501957	0.0191667	0.49892	0.280728	-0.0120205
0.501957	0.0191667	0.49892	0.179912	-0.0116892
0.501957	0.0191667	0.49892	0.127284	-0.0115163
0.501957	0.0191667	0.0156902	0.753088	0.0112001
0.501957	0.0191667	0.0156902	0.504955	0.0120154
0.501957	0.0191667	0.0156902	0.72211	0.0113018
0.501957	0.0191667	0.0156902	0.761101	0.0111737
0.501957	0.0191667	0.0156902	0.268949	0.0127909
0.501957	0.0191667	0.0156902	0.193622	0.0130384
0.501957	0.0191667	0.0156902	0.0641488	0.0134638
0.501957	0.0191667	0.0156902	0.425374	0.0122769
0.501957	0.0191667	0.0156902	0.702147	0.0113674
0.501957	0.0191667	0.0156902	0.977321	0.0104633
0.501957	0.0191667	0.551583	0.0438068	-0.0139417
0.501957	0.0191667	0.551583	0.582149	-0.0157106
0.501957	0.0191667	0.551583	0.278376	-0.0147125
0.501957	0.0191667	0.551583	0.542194	-0.0155793
0.501957	0.0191667	0.551583	0.443321	-0.0152545
0.501957	0.0191667	0.551583	0.117205	-0.0141829
0.501957	0.0191667	0.551583	0.379941	-0.0150462
0.501957	0.0191667	0.551583	0.764833	-0.0163109
0.501957	0.0191667	0.551583	0.918368	-0.0168154
0.501957	0.0191667	0.551583	0.692699	-0.0160739
0.501957	0.0191667	0.970624	0.126165	-0.0356944
0.501957	0.0191667	0.970624	0.646414	-0.0374038
0.501957	0.0191667	0.970624	0.38685	-0.0365509
0.501957	0.0191667	0.970624	0.562345	-0.0371276
0.501957	0.0191667	0.970624	0.198351	-0.0359316
0.501957	0.0191667	0.970624	0.393926	-0.0365742
0.501957	0.0191667	0.970624	0.340242	-0.0363978
0.501957	0.0191667	0.970624	0.356478	-0.0364511
0.501957	0.0191667	0.970624	0.37304	-0.0365056
0.501957	0.0191667	0.970624	0.115364	-0.0356589
0.501957	0.0191667	0.50121	0.816913	-0.0138997
0.501957	0.0191667	0.50121	0.343507	-0.0123441
0.501957	0.0191667	0.50121	0.498536	-0.0128535
0.501957	0.0191667	0.50121	0.118024	-0.0116032
